Date;Price;;;
20/1/2017;36,2;;;
19/1/2017;36,1;;;
18/1/2017;36,2;;;
17/1/2017;35,6;;;
16/1/2017;35,3;;;
13/1/2017;36,1;;;
12/1/2017;36,6;;;
11/1/2017;36,7;;;
10/1/2017;36,3;;;
09/1/2017;35,25;;;
06/1/2017;35,7;;;
05/1/2017;36,3;;;
04/1/2017;36,15;;;
03/1/2017;36;;;
02/1/2017;37;;;
30/12/2016;41,7;;;
29/12/2016;41;;;
28/12/2016;39,05;;;
27/12/2016;39,44;;;
26/12/2016;39,15;;;
23/12/2016;39,15;;;
22/12/2016;38,2;;;
21/12/2016;38,15;;;
20/12/2016;38,15;;;
19/12/2016;37,25;;;
16/12/2016;37,25;;;
15/12/2016;36,85;;;
14/12/2016;36,35;;;
13/12/2016;36,1;;;
12/12/2016;36,4;;;
09/12/2016;35,65;;;
08/12/2016;35,25;;;
07/12/2016;34,35;;;
06/12/2016;34,5;;;
05/12/2016;36,75;;;
02/12/2016;42,05;;;
01/12/2016;44,95;;;
30/11/2016;46,5;;;
29/11/2016;46,15;;;
28/11/2016;46,2;;;
25/11/2016;46,35;;;
24/11/2016;46,1;;;
23/11/2016;47;;;
22/11/2016;49,05;;;
21/11/2016;48,1;;;
18/11/2016;49,45;;;
17/11/2016;48,35;;;
16/11/2016;48,05;;;
15/11/2016;49,05;;;
14/11/2016;48,2;;;
11/11/2016;47,2;;;
10/11/2016;46,25;;;
09/11/2016;45,75;;;
08/11/2016;46;;;
07/11/2016;48,35;;;
04/11/2016;48,9;;;
03/11/2016;49,15;;;
02/11/2016;46,45;;;
01/11/2016;46,4;;;
31/10/2016;45,5;;;
28/10/2016;44,2;;;
27/10/2016;45,05;;;
26/10/2016;44,95;;;
25/10/2016;42,95;;;
24/10/2016;42,9;;;
21/10/2016;42,15;;;
20/10/2016;41,88;;;
19/10/2016;42,45;;;
18/10/2016;42,35;;;
17/10/2016;41;;;
14/10/2016;40,6;;;
13/10/2016;40,35;;;
12/10/2016;39,85;;;
11/10/2016;39,5;;;
10/10/2016;40,95;;;
07/10/2016;41,5;;;
06/10/2016;41,5;;;
05/10/2016;39,7;;;
04/10/2016;39,3;;;
03/10/2016;39,15;;;
30/9/2016;38;;;
29/9/2016;38,8;;;
28/9/2016;38,6;;;
27/9/2016;35,5;;;
26/9/2016;35,85;;;
23/9/2016;35,75;;;
22/9/2016;35,25;;;
21/9/2016;33,99;;;
20/9/2016;33,2;;;
19/9/2016;33,4;;;
16/9/2016;32,9;;;
15/9/2016;31,95;;;
14/9/2016;32;;;
13/9/2016;31,9;;;
12/9/2016;31,4;;;
09/9/2016;31,35;;;
08/9/2016;31,4;;;
07/9/2016;31,5;;;
06/9/2016;31,6;;;
05/9/2016;31,8;;;
02/9/2016;31,5;;;
01/9/2016;31,45;;;
31/8/2016;31,85;;;
30/8/2016;31,75;;;
29/8/2016;31,73;;;
26/8/2016;31,5;;;
25/8/2016;31,5;;;
24/8/2016;31,65;;;
23/8/2016;31,65;;;
22/8/2016;31,65;;;
19/8/2016;31,85;;;
18/8/2016;32,05;;;
17/8/2016;32,35;;;
16/8/2016;32,3;;;
15/8/2016;32,4;;;
12/8/2016;32,5;;;
11/8/2016;32,2;;;
10/8/2016;32,25;;;
09/8/2016;32,35;;;
08/8/2016;32,25;;;
05/8/2016;31,8;;;
04/8/2016;31,87;;;
03/8/2016;32;;;
02/8/2016;32,35;;;
01/8/2016;32,6;;;
29/7/2016;32,75;;;
28/7/2016;33,2;;;
27/7/2016;33,45;;;
26/7/2016;33,15;;;
25/7/2016;33,25;;;
22/7/2016;33,4;;;
21/7/2016;33,65;;;
20/7/2016;33,25;;;
19/7/2016;32,8;;;
18/7/2016;33,15;;;
15/7/2016;33;;;
14/7/2016;33,2;;;
13/7/2016;32,7;;;
12/7/2016;32,25;;;
11/7/2016;31,35;;;
08/7/2016;33,5;;;
07/7/2016;34,1;;;
06/7/2016;33,5;;;
05/7/2016;33,8;;;
04/7/2016;34,6;;;
01/7/2016;33,9;;;
30/6/2016;33,2;;;
29/6/2016;32,9;;;
28/6/2016;32,75;;;
27/6/2016;32,6;;;
24/6/2016;33,5;;;
23/6/2016;33,85;;;
22/6/2016;33,4;;;
21/6/2016;33,05;;;
20/6/2016;34;;;
17/6/2016;32,85;;;
16/6/2016;32,35;;;
15/6/2016;32,45;;;
14/6/2016;32,1;;;
13/6/2016;32,15;;;
10/6/2016;32,15;;;
09/6/2016;32,5;;;
08/6/2016;32,85;;;
07/6/2016;32,8;;;
06/6/2016;32,55;;;
03/6/2016;32;;;
02/6/2016;31,6;;;
01/6/2016;31,25;;;
31/5/2016;31,3;;;
30/5/2016;30,95;;;
27/5/2016;30,7;;;
26/5/2016;30,5;;;
25/5/2016;30,2;;;
24/5/2016;30,05;;;
23/5/2016;29,95;;;
20/5/2016;30,2;;;
19/5/2016;30,15;;;
18/5/2016;30,35;;;
17/5/2016;30,25;;;
16/5/2016;29,6;;;
13/5/2016;23,3;;;
12/5/2016;29,6;;;
11/5/2016;29,8;;;
10/5/2016;29,8;;;
09/5/2016;30;;;
06/5/2016;29,95;;;
05/5/2016;30,5;;;
04/5/2016;29,65;;;
03/5/2016;29,7;;;
02/5/2016;29,9;;;
29/4/2016;30,35;;;
28/4/2016;30,3;;;
27/4/2016;31,7;;;
26/4/2016;31,8;;;
25/4/2016;29,25;;;
22/4/2016;29;;;
21/4/2016;28,25;;;
20/4/2016;27,85;;;
19/4/2016;27,85;;;
18/4/2016;27,55;;;
15/4/2016;27,5;;;
14/4/2016;27,4;;;
13/4/2016;27,05;;;
12/4/2016;27,4;;;
11/4/2016;27,25;;;
08/4/2016;27,2;;;
07/4/2016;27,2;;;
06/4/2016;27,65;;;
05/4/2016;27,5;;;
04/4/2016;27,7;;;
01/4/2016;27,45;;;
31/3/2016;27;;;
30/3/2016;26,5;;;
29/3/2016;26,2;;;
28/3/2016;26,38;;;
25/3/2016;26,38;;;
24/3/2016;26,05;;;
23/3/2016;25,85;;;
22/3/2016;26,15;;;
21/3/2016;26,25;;;
18/3/2016;26,25;;;
17/3/2016;26;;;
16/3/2016;25,9;;;
15/3/2016;25,55;;;
14/3/2016;25,7;;;
11/3/2016;26,1;;;
10/3/2016;26;;;
09/3/2016;26,4;;;
08/3/2016;26,35;;;
07/3/2016;26,45;;;
04/3/2016;25,65;;;
03/3/2016;25,65;;;
02/3/2016;25,8;;;
01/3/2016;25,8;;;
29/2/2016;25,8;;;
26/2/2016;26,05;;;
25/2/2016;25,8;;;
24/2/2016;25,9;;;
23/2/2016;26,3;;;
22/2/2016;26,55;;;
19/2/2016;26,05;;;
18/2/2016;26,21;;;
17/2/2016;26;;;
16/2/2016;25,95;;;
15/2/2016;26,4;;;
12/2/2016;26,25;;;
11/2/2016;25,95;;;
10/2/2016;26,3;;;
09/2/2016;26,8;;;
08/2/2016;27,5;;;
05/2/2016;28;;;
04/2/2016;28,55;;;
03/2/2016;28,85;;;
02/2/2016;28,7;;;
01/2/2016;28,9;;;
29/1/2016;29,45;;;
28/1/2016;29,3;;;
27/1/2016;28,8;;;
26/1/2016;28,35;;;
25/1/2016;28,2;;;
22/1/2016;28,9;;;
21/1/2016;28,1;;;
20/1/2016;28,35;;;
19/1/2016;29,2;;;
18/1/2016;29,05;;;
15/1/2016;29,2;;;
14/1/2016;30,05;;;
13/1/2016;30,4;;;
12/1/2016;30,45;;;
11/1/2016;30,7;;;
08/1/2016;31,5;;;
07/1/2016;32;;;
06/1/2016;31,95;;;
05/1/2016;32,7;;;
04/1/2016;33,2;;;
01/1/2016;33,88;;;
31/12/2015;34,09;;;
30/12/2015;33,85;;;
29/12/2015;34,1;;;
28/12/2015;33,8;;;
24/12/2015;33,73;;;
23/12/2015;33,5;;;
22/12/2015;33,65;;;
21/12/2015;33,6;;;
18/12/2015;33,75;;;
17/12/2015;34;;;
16/12/2015;34;;;
15/12/2015;34,05;;;
14/12/2015;33,85;;;
11/12/2015;34,2;;;
10/12/2015;34,6;;;
09/12/2015;34,4;;;
08/12/2015;34,45;;;
07/12/2015;34,95;;;
04/12/2015;35,55;;;
03/12/2015;35,85;;;
02/12/2015;35,95;;;
01/12/2015;36,05;;;
30/11/2015;36,1;;;
27/11/2015;35,85;;;
26/11/2015;35,95;;;
25/11/2015;35,9;;;
24/11/2015;35,9;;;
23/11/2015;35,7;;;
20/11/2015;35,9;;;
19/11/2015;36,05;;;
18/11/2015;35,95;;;
17/11/2015;36,35;;;
16/11/2015;36,5;;;
13/11/2015;36,35;;;
12/11/2015;36,2;;;
11/11/2015;36,6;;;
10/11/2015;36,8;;;
09/11/2015;36,8;;;
06/11/2015;37,15;;;
05/11/2015;37,15;;;
04/11/2015;37,2;;;
03/11/2015;37,19;;;
02/11/2015;37,15;;;
30/10/2015;37,3;;;
29/10/2015;37,35;;;
28/10/2015;37;;;
27/10/2015;36,9;;;
26/10/2015;37,05;;;
23/10/2015;36,9;;;
22/10/2015;36,6;;;
21/10/2015;36,5;;;
20/10/2015;36,65;;;
19/10/2015;36,9;;;
16/10/2015;36,8;;;
15/10/2015;36,9;;;
14/10/2015;36,95;;;
13/10/2015;36,95;;;
12/10/2015;37,3;;;
09/10/2015;37,45;;;
08/10/2015;37,45;;;
07/10/2015;37,6;;;
06/10/2015;37,5;;;
05/10/2015;37,3;;;
02/10/2015;37;;;
01/10/2015;37,25;;;
30/9/2015;37,3;;;
29/9/2015;37,45;;;
28/9/2015;37,45;;;
25/9/2015;37,8;;;
24/9/2015;37,8;;;
23/9/2015;38;;;
22/9/2015;37,85;;;
21/9/2015;37,75;;;
18/9/2015;37,9;;;
17/9/2015;38,1;;;
16/9/2015;38,1;;;
15/9/2015;38,05;;;
14/9/2015;38,25;;;
11/9/2015;38,2;;;
10/9/2015;38,3;;;
09/9/2015;38,35;;;
08/9/2015;38,35;;;
07/9/2015;38,15;;;
04/9/2015;38,4;;;
03/9/2015;38,65;;;
02/9/2015;38,45;;;
01/9/2015;38,45;;;
31/8/2015;38,55;;;
28/8/2015;38,65;;;
27/8/2015;38,55;;;
26/8/2015;38,35;;;
25/8/2015;38,35;;;
24/8/2015;38,3;;;
21/8/2015;38,65;;;
20/8/2015;38,8;;;
19/8/2015;39;;;
18/8/2015;39,15;;;
17/8/2015;39,3;;;
14/8/2015;39,4;;;
13/8/2015;39,3;;;
12/8/2015;39,35;;;
11/8/2015;39,7;;;
10/8/2015;39,65;;;
07/8/2015;39,8;;;
06/8/2015;39,85;;;
05/8/2015;39,75;;;
04/8/2015;39,65;;;
03/8/2015;39,5;;;
31/7/2015;39,55;;;
30/7/2015;39,85;;;
29/7/2015;39,65;;;
28/7/2015;39,45;;;
27/7/2015;39,65;;;
24/7/2015;39,75;;;
23/7/2015;39,6;;;
22/7/2015;39,82;;;
21/7/2015;40,1;;;
20/7/2015;40,1;;;
17/7/2015;39,9;;;
16/7/2015;39,65;;;
15/7/2015;38,65;;;
14/7/2015;39,7;;;
13/7/2015;39,8;;;
10/7/2015;39,5;;;
09/7/2015;39,4;;;
08/7/2015;39,15;;;
07/7/2015;39,15;;;
06/7/2015;39,25;;;
03/7/2015;39,45;;;
02/7/2015;39,4;;;
01/7/2015;39,6;;;
30/6/2015;39,55;;;
29/6/2015;39,45;;;
26/6/2015;39,5;;;
25/6/2015;39,35;;;
24/6/2015;39;;;
23/6/2015;38,85;;;
22/6/2015;38,8;;;
19/6/2015;38,65;;;
18/6/2015;38,45;;;
17/6/2015;38,4;;;
16/6/2015;38,3;;;
15/6/2015;38,55;;;
12/6/2015;38,6;;;
11/6/2015;38,35;;;
10/6/2015;38,3;;;
09/6/2015;38,2;;;
08/6/2015;38,3;;;
05/6/2015;38,25;;;
04/6/2015;38,2;;;
03/6/2015;38,4;;;
02/6/2015;38,6;;;
01/6/2015;38,4;;;
29/5/2015;38,5;;;
28/5/2015;38,4;;;
27/5/2015;38,3;;;
26/5/2015;38,25;;;
25/5/2015;38,15;;;
22/5/2015;38,2;;;
21/5/2015;38,2;;;
20/5/2015;38,4;;;
19/5/2015;38,75;;;
18/5/2015;38,85;;;
15/5/2015;39;;;
14/5/2015;38,9;;;
13/5/2015;38,95;;;
12/5/2015;38,75;;;
11/5/2015;38,9;;;
08/5/2015;38,75;;;
07/5/2015;38,65;;;
06/5/2015;38,8;;;
05/5/2015;39,05;;;
04/5/2015;38,85;;;
01/5/2015;38,95;;;
30/4/2015;39;;;
29/4/2015;39,1;;;
28/4/2015;39;;;
27/4/2015;39,1;;;
24/4/2015;39,35;;;
23/4/2015;39,25;;;
22/4/2015;39,2;;;
21/4/2015;39,3;;;
20/4/2015;39,2;;;
17/4/2015;39,1;;;
16/4/2015;39,3;;;
15/4/2015;39,35;;;
14/4/2015;39,25;;;
13/4/2015;39,45;;;
10/4/2015;39,1;;;
09/4/2015;38,95;;;
08/4/2015;38,7;;;
07/4/2015;38,7;;;
06/4/2015;38,7;;;
03/4/2015;38,7;;;
02/4/2015;38,75;;;
01/4/2015;38,8;;;
31/3/2015;38,9;;;
30/3/2015;39,05;;;
27/3/2015;38,9;;;
26/3/2015;38,8;;;
25/3/2015;38,6;;;
24/3/2015;38,7;;;
23/3/2015;38,75;;;
20/3/2015;38,7;;;
19/3/2015;38,6;;;
18/3/2015;38,6;;;
17/3/2015;38,45;;;
16/3/2015;38,75;;;
13/3/2015;38,8;;;
12/3/2015;38,75;;;
11/3/2015;39;;;
10/3/2015;38,65;;;
09/3/2015;38,75;;;
06/3/2015;38,7;;;
05/3/2015;38,95;;;
04/3/2015;39,45;;;
03/3/2015;39,6;;;
02/3/2015;39,75;;;
27/2/2015;40;;;
26/2/2015;40;;;
25/2/2015;40;;;
24/2/2015;39,75;;;
23/2/2015;39,8;;;
20/2/2015;39,55;;;
19/2/2015;39,55;;;
18/2/2015;40,1;;;
17/2/2015;40,6;;;
16/2/2015;41,65;;;
13/2/2015;41,5;;;
12/2/2015;41,15;;;
11/2/2015;40,35;;;
10/2/2015;39,9;;;
09/2/2015;39,6;;;
06/2/2015;39,4;;;
05/2/2015;39,3;;;
04/2/2015;38,3;;;
03/2/2015;38,35;;;
02/2/2015;38,6;;;
30/1/2015;38,1;;;
29/1/2015;38,3;;;
28/1/2015;38;;;
27/1/2015;37,6;;;
26/1/2015;37,5;;;
23/1/2015;37,5;;;
22/1/2015;37,55;;;
21/1/2015;37,7;;;
20/1/2015;37,65;;;
19/1/2015;37,55;;;
16/1/2015;37,55;;;
15/1/2015;38;;;
14/1/2015;38,05;;;
13/1/2015;38,25;;;
12/1/2015;37,85;;;
09/1/2015;38,25;;;
08/1/2015;38,15;;;
07/1/2015;38,35;;;
06/1/2015;38,3;;;
05/1/2015;39,3;;;
02/1/2015;40;;;
01/1/2015;40,25;;;
31/12/2014;38,53;;;
30/12/2014;38,5;;;
29/12/2014;39,3;;;
26/12/2014;40,25;;;
24/12/2014;40,25;;;
23/12/2014;40,3;;;
22/12/2014;40,25;;;
19/12/2014;40,5;;;
18/12/2014;40,7;;;
17/12/2014;40,6;;;
16/12/2014;40,75;;;
15/12/2014;40,8;;;
12/12/2014;40,95;;;
11/12/2014;41;;;
10/12/2014;41,25;;;
09/12/2014;41,1;;;
08/12/2014;41,3;;;
05/12/2014;41,9;;;
04/12/2014;42,18;;;
03/12/2014;42,25;;;
02/12/2014;42,4;;;
01/12/2014;42,75;;;
28/11/2014;42,85;;;
27/11/2014;42,9;;;
26/11/2014;43,1;;;
25/11/2014;43,05;;;
24/11/2014;42,65;;;
21/11/2014;42,25;;;
20/11/2014;42,3;;;
19/11/2014;42,4;;;
18/11/2014;42,55;;;
17/11/2014;42,45;;;
14/11/2014;42,25;;;
13/11/2014;42,4;;;
12/11/2014;42,65;;;
11/11/2014;42,6;;;
10/11/2014;42,65;;;
07/11/2014;42,6;;;
06/11/2014;42,4;;;
05/11/2014;42,35;;;
04/11/2014;42,51;;;
03/11/2014;42,68;;;
31/10/2014;42,65;;;
30/10/2014;42,8;;;
29/10/2014;42,8;;;
28/10/2014;42,7;;;
27/10/2014;42,6;;;
24/10/2014;42,75;;;
23/10/2014;42,75;;;
22/10/2014;42,75;;;
21/10/2014;42,6;;;
20/10/2014;42,8;;;
17/10/2014;43;;;
16/10/2014;42,95;;;
15/10/2014;42,85;;;
14/10/2014;42,8;;;
13/10/2014;42,85;;;
10/10/2014;43,25;;;
09/10/2014;43,45;;;
08/10/2014;43,5;;;
07/10/2014;43,4;;;
06/10/2014;43,45;;;
03/10/2014;43,4;;;
02/10/2014;43,5;;;
01/10/2014;43,3;;;
30/9/2014;43,25;;;
29/9/2014;43,05;;;
26/9/2014;43,05;;;
25/9/2014;43,15;;;
24/9/2014;43,05;;;
23/9/2014;42,95;;;
22/9/2014;43,05;;;
19/9/2014;43,05;;;
18/9/2014;43,05;;;
17/9/2014;42,85;;;
16/9/2014;42,93;;;
15/9/2014;43;;;
12/9/2014;42,95;;;
11/9/2014;42,9;;;
10/9/2014;42,65;;;
09/9/2014;42,7;;;
08/9/2014;43,1;;;
05/9/2014;43;;;
04/9/2014;43,05;;;
03/9/2014;43,05;;;
02/9/2014;43,15;;;
01/9/2014;43,45;;;
29/8/2014;43,15;;;
28/8/2014;43,25;;;
27/8/2014;42,85;;;
26/8/2014;43,15;;;
25/8/2014;43,05;;;
22/8/2014;42,85;;;
21/8/2014;42,7;;;
20/8/2014;42,7;;;
19/8/2014;42,8;;;
18/8/2014;42,9;;;
15/8/2014;43;;;
14/8/2014;43;;;
13/8/2014;42,89;;;
12/8/2014;42,9;;;
11/8/2014;42,9;;;
08/8/2014;43,05;;;
07/8/2014;42,95;;;
06/8/2014;42,85;;;
05/8/2014;42,55;;;
04/8/2014;42,3;;;
01/8/2014;42,5;;;
31/7/2014;42,3;;;
30/7/2014;42,35;;;
29/7/2014;42,1;;;
28/7/2014;42,75;;;
25/7/2014;42,6;;;
24/7/2014;42,15;;;
23/7/2014;42,15;;;
22/7/2014;42;;;
21/7/2014;41,9;;;
18/7/2014;41,95;;;
17/7/2014;41,95;;;
16/7/2014;41,85;;;
15/7/2014;41,75;;;
14/7/2014;41,75;;;
11/7/2014;41,7;;;
10/7/2014;41,65;;;
09/7/2014;41,6;;;
08/7/2014;41,6;;;
07/7/2014;41,58;;;
04/7/2014;41,65;;;
03/7/2014;41,7;;;
02/7/2014;41,7;;;
01/7/2014;41,75;;;
30/6/2014;41,73;;;
27/6/2014;41,79;;;
26/6/2014;41,65;;;
25/6/2014;41,75;;;
24/6/2014;41,8;;;
23/6/2014;41,9;;;
20/6/2014;41,93;;;
19/6/2014;41,85;;;
18/6/2014;41,85;;;
17/6/2014;41,9;;;
16/6/2014;42;;;
13/6/2014;41,91;;;
12/6/2014;41,79;;;
11/6/2014;41,78;;;
10/6/2014;41,7;;;
09/6/2014;41,6;;;
06/6/2014;41,75;;;
05/6/2014;41,85;;;
04/6/2014;41,86;;;
03/6/2014;41,9;;;
02/6/2014;41,95;;;
30/5/2014;41,95;;;
29/5/2014;41,98;;;
28/5/2014;41,95;;;
27/5/2014;42;;;
26/5/2014;41,91;;;
23/5/2014;41,95;;;
22/5/2014;41,9;;;
21/5/2014;41,9;;;
20/5/2014;41,85;;;
19/5/2014;41,9;;;
16/5/2014;41,9;;;
15/5/2014;41,85;;;
14/5/2014;41,95;;;
13/5/2014;41,9;;;
12/5/2014;41,8;;;
09/5/2014;41,91;;;
08/5/2014;41,85;;;
07/5/2014;41,9;;;
06/5/2014;41,95;;;
05/5/2014;41,9;;;
02/5/2014;42;;;
01/5/2014;41,8;;;
30/4/2014;41,95;;;
29/4/2014;42;;;
28/4/2014;42,3;;;
25/4/2014;42,1;;;
24/4/2014;42,2;;;
23/4/2014;42;;;
22/4/2014;41,95;;;
21/4/2014;42,1;;;
18/4/2014;42,1;;;
17/4/2014;42;;;
16/4/2014;42,15;;;
15/4/2014;42,2;;;
14/4/2014;42;;;
11/4/2014;42,05;;;
10/4/2014;41,9;;;
09/4/2014;41,8;;;
08/4/2014;41,8;;;
07/4/2014;42,05;;;
04/4/2014;41,75;;;
03/4/2014;41,7;;;
02/4/2014;41,85;;;
01/4/2014;42,35;;;
31/3/2014;42,15;;;
28/3/2014;42,3;;;
27/3/2014;42,45;;;
26/3/2014;42,55;;;
25/3/2014;42,35;;;
24/3/2014;42,45;;;
21/3/2014;42,65;;;
20/3/2014;42,6;;;
19/3/2014;42,5;;;
18/3/2014;42,5;;;
17/3/2014;42,65;;;
14/3/2014;42,6;;;
13/3/2014;42,65;;;
12/3/2014;42,75;;;
11/3/2014;42,75;;;
10/3/2014;42,85;;;
07/3/2014;43,05;;;
06/3/2014;42,85;;;
05/3/2014;42,75;;;
04/3/2014;42,85;;;
03/3/2014;43,2;;;
28/2/2014;42,85;;;
27/2/2014;42,55;;;
26/2/2014;42,55;;;
25/2/2014;42,4;;;
24/2/2014;42,8;;;
21/2/2014;43,05;;;
20/2/2014;43,1;;;
19/2/2014;43,2;;;
18/2/2014;43,35;;;
17/2/2014;43,35;;;
14/2/2014;43,15;;;
13/2/2014;43,15;;;
12/2/2014;42,92;;;
11/2/2014;42,85;;;
10/2/2014;42,9;;;
07/2/2014;42,85;;;
06/2/2014;42,9;;;
05/2/2014;42,65;;;
04/2/2014;42,75;;;
03/2/2014;42,44;;;
31/1/2014;42,55;;;
30/1/2014;42,65;;;
29/1/2014;42,65;;;
28/1/2014;42,7;;;
27/1/2014;42,8;;;
24/1/2014;42,8;;;
23/1/2014;42,75;;;
22/1/2014;42,6;;;
21/1/2014;42,9;;;
20/1/2014;42,8;;;
17/1/2014;43;;;
16/1/2014;42,9;;;
15/1/2014;42,65;;;
14/1/2014;42,55;;;
13/1/2014;42,45;;;
10/1/2014;42,5;;;
09/1/2014;42,6;;;
08/1/2014;42,6;;;
07/1/2014;42,3;;;
06/1/2014;42,35;;;
03/1/2014;42,31;;;
02/1/2014;42,3;;;
01/1/2014;42,5;;;
31/12/2013;43,63;;;
30/12/2013;44,3;;;
27/12/2013;44,3;;;
26/12/2013;44,1;;;
24/12/2013;44,35;;;
23/12/2013;44,15;;;
20/12/2013;44,3;;;
19/12/2013;44,3;;;
18/12/2013;44,16;;;
17/12/2013;44,1;;;
16/12/2013;43,9;;;
13/12/2013;43,4;;;
12/12/2013;43,5;;;
11/12/2013;43,33;;;
10/12/2013;43,3;;;
09/12/2013;43,55;;;
06/12/2013;43,95;;;
05/12/2013;43,8;;;
04/12/2013;43,6;;;
03/12/2013;43,7;;;
02/12/2013;43,2;;;
29/11/2013;42,8;;;
28/11/2013;42,8;;;
27/11/2013;42,85;;;
26/11/2013;42,75;;;
25/11/2013;42,6;;;
22/11/2013;42,5;;;
21/11/2013;42,65;;;
20/11/2013;42,85;;;
19/11/2013;42,9;;;
18/11/2013;42,8;;;
15/11/2013;42,8;;;
14/11/2013;42,84;;;
13/11/2013;42,8;;;
12/11/2013;42,85;;;
11/11/2013;43,3;;;
08/11/2013;42,95;;;
07/11/2013;43;;;
06/11/2013;43;;;
05/11/2013;43,05;;;
04/11/2013;42,6;;;
01/11/2013;42,4;;;
31/10/2013;42,7;;;
30/10/2013;42,95;;;
29/10/2013;42,85;;;
28/10/2013;42,7;;;
25/10/2013;43;;;
24/10/2013;43;;;
23/10/2013;43,1;;;
22/10/2013;43,2;;;
21/10/2013;43,05;;;
18/10/2013;43,2;;;
17/10/2013;43,4;;;
16/10/2013;43,2;;;
15/10/2013;43,05;;;
14/10/2013;42,7;;;
11/10/2013;42,8;;;
10/10/2013;43,15;;;
09/10/2013;43,1;;;
08/10/2013;43,25;;;
07/10/2013;43,45;;;
04/10/2013;43,05;;;
03/10/2013;43,25;;;
02/10/2013;43,05;;;
01/10/2013;42,75;;;
30/9/2013;42,9;;;
27/9/2013;43,35;;;
26/9/2013;43,35;;;
25/9/2013;43,25;;;
24/9/2013;43,5;;;
23/9/2013;43,2;;;
20/9/2013;42,95;;;
19/9/2013;43,15;;;
18/9/2013;43,75;;;
17/9/2013;43,55;;;
16/9/2013;43,6;;;
13/9/2013;43,9;;;
12/9/2013;43,7;;;
11/9/2013;43,1;;;
10/9/2013;42,9;;;
09/9/2013;43;;;
06/9/2013;43,25;;;
05/9/2013;43;;;
04/9/2013;42,3;;;
03/9/2013;42,3;;;
02/9/2013;42,05;;;
30/8/2013;42;;;
29/8/2013;41,95;;;
28/8/2013;41,95;;;
27/8/2013;41,9;;;
26/8/2013;41,8;;;
23/8/2013;41,95;;;
22/8/2013;41,9;;;
21/8/2013;41,85;;;
20/8/2013;41,85;;;
19/8/2013;41,9;;;
16/8/2013;42,05;;;
15/8/2013;41,9;;;
14/8/2013;41,92;;;
13/8/2013;41,95;;;
12/8/2013;42,05;;;
09/8/2013;42,05;;;
08/8/2013;41,8;;;
07/8/2013;41,85;;;
06/8/2013;41,8;;;
05/8/2013;41,75;;;
02/8/2013;41,65;;;
01/8/2013;41,6;;;
31/7/2013;41,85;;;
30/7/2013;41,75;;;
29/7/2013;41,75;;;
26/7/2013;41,83;;;
25/7/2013;41,9;;;
24/7/2013;41,7;;;
23/7/2013;42,05;;;
22/7/2013;42;;;
19/7/2013;41,95;;;
18/7/2013;41,95;;;
17/7/2013;41,78;;;
16/7/2013;42,03;;;
15/7/2013;41,95;;;
12/7/2013;41,9;;;
11/7/2013;41,9;;;
10/7/2013;41,8;;;
09/7/2013;41,85;;;
08/7/2013;42,05;;;
05/7/2013;42,1;;;
04/7/2013;42,2;;;
03/7/2013;42,4;;;
02/7/2013;42,07;;;
01/7/2013;42,05;;;
28/6/2013;42;;;
27/6/2013;42,05;;;
26/6/2013;42,05;;;
25/6/2013;42,1;;;
24/6/2013;41,75;;;
21/6/2013;41,65;;;
20/6/2013;41,95;;;
19/6/2013;42,1;;;
18/6/2013;41,75;;;
17/6/2013;41,9;;;
14/6/2013;42,1;;;
13/6/2013;41,75;;;
12/6/2013;41,85;;;
11/6/2013;41,72;;;
10/6/2013;41,75;;;
07/6/2013;42;;;
06/6/2013;41,8;;;
05/6/2013;41,88;;;
04/6/2013;42,1;;;
03/6/2013;42,2;;;
31/5/2013;42,25;;;
30/5/2013;42,17;;;
29/5/2013;42,3;;;
28/5/2013;41,92;;;
27/5/2013;42,08;;;
24/5/2013;42,08;;;
23/5/2013;42,08;;;
22/5/2013;42,15;;;
21/5/2013;42,05;;;
20/5/2013;41,88;;;
17/5/2013;42,05;;;
16/5/2013;42,3;;;
15/5/2013;41,7;;;
14/5/2013;41,67;;;
13/5/2013;41,7;;;
10/5/2013;41,6;;;
09/5/2013;42;;;
08/5/2013;42;;;
07/5/2013;42,15;;;
06/5/2013;41,75;;;
03/5/2013;41,75;;;
02/5/2013;42,38;;;
01/5/2013;42,6;;;
30/4/2013;42,6;;;
29/4/2013;42,85;;;
26/4/2013;42,85;;;
25/4/2013;42,75;;;
24/4/2013;43;;;
23/4/2013;42,85;;;
22/4/2013;42,85;;;
19/4/2013;42,95;;;
18/4/2013;43,05;;;
17/4/2013;42,95;;;
16/4/2013;43,55;;;
15/4/2013;44,25;;;
12/4/2013;44,25;;;
11/4/2013;44,05;;;
10/4/2013;44,25;;;
09/4/2013;44,15;;;
08/4/2013;44,65;;;
05/4/2013;44,8;;;
04/4/2013;44,4;;;
03/4/2013;44,75;;;
02/4/2013;44,5;;;
01/4/2013;45,35;;;
29/3/2013;45,35;;;
28/3/2013;45,35;;;
27/3/2013;45,2;;;
26/3/2013;45,2;;;
25/3/2013;44,5;;;
22/3/2013;44,25;;;
21/3/2013;44,25;;;
20/3/2013;44,03;;;
19/3/2013;43,7;;;
18/3/2013;43,6;;;
15/3/2013;43,7;;;
14/3/2013;43,75;;;
13/3/2013;43,8;;;
12/3/2013;43,9;;;
11/3/2013;44;;;
08/3/2013;44,4;;;
